data;link;funcao;local;sector;nome_empresa
23-11-2023;https://www.net-empregos.com/10802825/administrador-de-sistemas-de-informacao/;Administrador de Sistemas de Informação;Aveiro;Informatica;JPM Automação e Equipamentos Industriais S.A
